id,Posted_date,Job Title from List,Job Title,Company,Company Logo URL,Country,Location,Skills,Salary Info,Source
35,12-03-2024,Frontend developer,iOS Developer-E,Indeed,NA,Germany,"Fort Worth, TX","Software Development,R","From $7,000 a month",indeed.com
36,10-08-2024,Frontend developer,iOS Developer,TEK NINJAS,https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/f05f90301da28a2995493120b6dd0ff2,Germany,"Plano, TX","LAN,R",$55 - $60 an hour,indeed.com
37,01-09-2023,Frontend developer,"Senior Software Engineer (React, DevOps, iOS, Javascript)",CEDENT,NA,Germany,"Westlake, TX","Software Development,R",NA,indeed.com
38,10-21-2024,Frontend developer,Staff Engineer - iOS,CVS Health,https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/ef487bd4918a595f3e86081a6c389d41,Germany,"Richardson, TX","Software Development,R","$118,450 - $284,280 ",indeed.com
39,11-04-2024,Frontend developer,"Staff Software Engineer, Payments (Flutter)",GoodLeap,https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/e815fe4923f5e049ae9049eb37938954,Germany,"Plano, TX",R,"$164,000 - $187,000 ",indeed.com
40,05-21-2024,Frontend developer,React Native - iOS Lead,Photon,https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/4aa6cf8582dae94e91d8bf97770bbf32,Germany,"Dallas, TX","LAN,R",NA,indeed.com
41,12-03-2024,Frontend developer,Sr. Mobile Developer,Indeed,NA,Germany,"Westlake, TX","LAN,R",NA,indeed.com
42,10-10-2024,Frontend developer,Senior Android Developer - HYBRID,NTT Data Services,https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/c21b3eeff438cc3857affa797a3cb07a,Germany,"Dallas, TX","Software Development,R",NA,indeed.com
43,12-06-2024,Frontend developer,iOS Consultant,Infosys,https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/3da3b97b6f16b9eaf7b736ff548625f2,Germany,"Richardson, TX","Software Development,R",NA,indeed.com
44,12-06-2024,Frontend developer,Senior iOS Developer,Indeed,https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/d9e5a2328367c1d03dcf10489e4c44b7,Germany,"Plano, TX","Authorization,R",$60 - $75 an hour,indeed.com
45,11-18-2024,Frontend developer,Mobile iOS Lead Architect,Nisum,https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/db5fb623ec6ad6a08c2c2a223566c689,Germany,"Plano, TX",R,"$145,000 - $150,000 ",indeed.com
46,12-01-2024,Frontend developer,MuleSoft Developer,Everlight Solar,https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/91e48ea0416c3a1bf516cee26e117d1f,Germany,"Dallas, TX",R,"$60,000 - $100,000 ",indeed.com
47,12-03-2024,Frontend developer,SDET - Mobile testing,Indeed,NA,Germany,"Westlake, TX","Authorization,R",NA,indeed.com
48,11-07-2024,Frontend developer,Software Engineer III,Adswizz,https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/cf2db3d5a8e5a03bfc6f063414aa96fd,Germany,"Irving, TX","LAN,R",NA,indeed.com
49,10-25-2024,Frontend developer,iOS Developer (Need Ex Walmart Employee)- Only USC or GC,Indeed,NA,Germany,"Lewisville, TX","Software Development,R","$100,000 - $105,000 ",indeed.com
50,09-13-2024,Frontend developer,Senior Android Developer,Toyota,https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/97de3f6f34a096f60c8079158d77b790,Germany,"Plano, TX","Software Development,R",$80 - $85 an hour,indeed.com
51,12-10-2024,Frontend developer,"Manager, Application Development",Select Medical,https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/56df5588b2006fee1bbf652a24d1ada2,Germany,"Addison, TX","Software Development,R",NA,indeed.com
52,11-08-2024,Frontend developer,iOS App Developer,Indeed,NA,Germany,"Plano, TX","Authorization,R",NA,indeed.com
53,10-17-2024,Frontend developer,Android Mobile Developer,Intone networks,https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/e49b869b922dbb240e92500077beef77,Germany,"Plano, TX","Software Development,R",NA,indeed.com
54,09-30-2024,Frontend developer,Senior Mobile Engineer,Capgemini,https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/705e8467dd710fe59b83f3f0d13d2b16,Germany,"Plano, TX","LAN,R",$36.98 - $57.79 an hour,indeed.com
55,10-28-2024,Frontend developer,Programmer/ Developer Lead - Sr. Android Developer,Capgemini,https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/705e8467dd710fe59b83f3f0d13d2b16,Germany,"Dallas, TX","LAN,R",NA,indeed.com
56,12-06-2024,Frontend developer,Mobile Developer,Indeed,NA,Germany,"Dallas, TX",R,$50.45 - $59.37 an hour,indeed.com
57,11-01-2022,Frontend developer,Software Developer,SDH Systems,NA,Germany,"Farmers Branch, TX","Software Development,R","$81,806 ",indeed.com
58,10-09-2024,Frontend developer,Senior Backend Java Developer - Dallas Based (Hybrid),Zimperium,NA,Germany,"Dallas, TX","Software Development,R",NA,indeed.com
59,10-31-2024,Frontend developer,"(TIBCO) Analyst II, Software Development",Select Medical,https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/56df5588b2006fee1bbf652a24d1ada2,Germany,"Addison, TX","LAN,R",NA,indeed.com
60,11-14-2024,Frontend developer,iOS Developer,Indeed,NA,Germany,"Fort Worth, TX","Software Development,R",$70 - $80 an hour,indeed.com
61,05-04-2017,Frontend developer,UI/Angular JS Developer (GC-USC),Sonsoft Inc,NA,Germany,"Richardson, TX","LAN,R",NA,indeed.com
62,12-21-2022,Frontend developer,Devops Engineers,Nuanza,NA,Germany,"McKinney, TX",R,NA,indeed.com
63,08-01-2024,Frontend developer,Senior Android Developer,TEK NINJAS,https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/f05f90301da28a2995493120b6dd0ff2,Germany,"Plano, TX","Software Development,R",NA,indeed.com
64,12-29-2023,Frontend developer,Mid-Sr Level IOS Developer,Adidev Technologies Inc,NA,Germany,"Plano, TX",R,$30 - $40 an hour,indeed.com
65,05-03-2017,Frontend developer,UI/ Developer Angular JS,Sonsoft Inc,NA,Germany,"Richardson, TX","LAN,R",NA,indeed.com
66,11-07-2024,Frontend developer,Software Engineer III,Sirius XM,https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/30d86e1af25d4d37019fc63b435e4744,Germany,"Irving, TX","LAN,R",NA,indeed.com
67,10-08-2024,Frontend developer,"Senior Software Engineer, Android",Capital One,https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/231e72fed9b08e7f098ab59080cc2dd6,Germany,"Plano, TX","Software Development,R",NA,indeed.com
68,10-16-2024,Frontend developer,Mobile Full Stack Lead - (React Native + React),Photon,https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/4aa6cf8582dae94e91d8bf97770bbf32,Germany,"Dallas, TX","LAN,R",NA,indeed.com
69,08-23-2022,Frontend developer,"Software Developer, .Net Web Applications",CEO Foundry,NA,Germany,"Plano, TX","LAN,R",NA,indeed.com
70,07-26-2023,Frontend developer,"Sr. iOS Developer- Dallas, TX Hybrid",Five Pack Creative,NA,Germany,"Dallas, TX","MAN,Project Management,R","$100,000 - $150,000 ",indeed.com
71,12-05-2024,Frontend developer,Senior Lead Full Stack Developer,Indeed,NA,Germany,"Dallas, TX","Software Development,R",NA,indeed.com
72,11-20-2024,Frontend developer,Sr. Android Engineer,Apollo Technology Solutions LLC,NA,Germany,"Plano, TX","Software Development,R",NA,indeed.com
73,12-04-2024,Frontend developer,React Native Developer,Infosys,https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/3da3b97b6f16b9eaf7b736ff548625f2,Germany,"Richardson, TX","Software Development,R","$73,000 - $102,200 ",indeed.com
74,11-25-2024,Frontend developer,Software Engineering Manager,PepsiCo,https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/0fb965a11f33a21c3ef029f421a814cd,Germany,"Plano, TX","Software Development,R","$125,000 - $217,500 ",indeed.com
75,11-21-2024,Frontend developer,Technology Lead,Infosys,https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/3da3b97b6f16b9eaf7b736ff548625f2,Germany,"Richardson, TX","LAN,R",NA,indeed.com
76,10-11-2024,Frontend developer,IOS Mobile Application Developer,Adidev Technologies Inc,NA,Germany,"Plano, TX",R,$30 - $40 an hour,indeed.com
77,10-17-2024,Frontend developer,Senior Mobile Engineer - Android,Toyota Tsusho Systems,NA,Germany,"Plano, TX","Software Development,R",$90 - $95 a day,indeed.com
78,09-05-2024,Frontend developer,Share Point Developer,"Contact Government Services, LLC",https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/cf012d8eb60e397348957f44d74d570e,Germany,"Plano, TX","LAN,R","$108,714 - $147,541 ",indeed.com
79,07-26-2024,Frontend developer,Sr. Mobile Software Engineering Manager,Care.com,https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/3b60a0a1c76864e9b9d826fa8a52d240,Germany,"Dallas, TX","LAN,R","$170,000 - $200,000 ",indeed.com
80,10-18-2024,Frontend developer,Entry - Mid Level Mobile App Developer,Adidev Technologies Inc,NA,Germany,"Dallas, TX",R,$30 - $40 an hour,indeed.com
81,10-21-2024,Frontend developer,Sr. Enterprise Architect,"Contact Government Services, LLC",https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/cf012d8eb60e397348957f44d74d570e,Germany,"Dallas, TX",R,"$162,240.00 - $234,346.67 ",indeed.com
82,10-12-2018,Frontend developer,Unique UI/UX Designer and JavaScript Technical Developer,Crossroads Technologies,https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/c45d88bbaea5c37ebf0beab6c669c21a,Germany,"Dallas, TX",R,NA,indeed.com
83,08-30-2024,Frontend developer,Enterprise Architect,"Contact Government Services, LLC",https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/cf012d8eb60e397348957f44d74d570e,Germany,"Dallas, TX",R,"$126,186.67 - $171,253.34 ",indeed.com
84,04-17-2019,Frontend developer,Senior Application Developer – Python / Django / Angular,Crossroads Technologies,https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/c45d88bbaea5c37ebf0beab6c669c21a,Germany,"Dallas, TX",R,NA,indeed.com
85,11-22-2024,Frontend developer,iOS and Android Mobile Application Developer (Entry - Mid),Adidev Technologies Inc,NA,Germany,"Irving, TX","LAN,R",$30 - $40 an hour,indeed.com
86,10-09-2024,Frontend developer,Sr. Share Point Developer,"Contact Government Services, LLC",https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/cf012d8eb60e397348957f44d74d570e,Germany,"Dallas, TX","LAN,R","$139,776 - $201,898 ",indeed.com
87,04-17-2019,Frontend developer,Front-End Web App Developer – Angular,Crossroads Technologies,https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/c45d88bbaea5c37ebf0beab6c669c21a,Germany,"Dallas, TX","MAN,Project Management,R",NA,indeed.com
88,11-22-2024,Frontend developer,Mobile Application Developer,Adidev Technologies Inc,NA,Germany,"Plano, TX",R,$30 - $40 an hour,indeed.com
89,10-01-2024,Frontend developer,Television Mobile App Developer Partner,Indeed,NA,Germany,"Dallas-Fort Worth, TX","Software Development,R",From $20 an hour,indeed.com
90,10-11-2024,Frontend developer,React Native Mobile Developer,Adidev Technologies Inc,NA,Germany,"Plano, TX","LAN,R",$30 - $40 an hour,indeed.com
91,10-11-2024,Frontend developer,React Native Mobile Developer,Adidev Technologies Inc,NA,Germany,"Plano, TX","LAN,R",$30 - $40 an hour,indeed.com
92,04-20-2023,Frontend developer,"Software Engineer, Native Client",Rightnow Ministries International,NA,Germany,"McKinney, TX","LAN,R",NA,indeed.com
93,12-03-2021,Frontend developer,Experienced Software Developer,VYNYL,NA,Germany,"Dallas, TX","Software Development,R",NA,indeed.com
94,11-04-2024,Frontend developer,Dot Net Full Stack Developer,"Standard Motor Products, Inc.",NA,Germany,"Lewisville, TX",R,NA,indeed.com
95,11-04-2024,Frontend developer,Sr. SDET Engineer,Indeed,NA,Germany,"Dallas, TX","Software Development,R",$60 - $75 an hour,indeed.com
96,12-06-2024,Frontend developer,Sr. MAUI Developer - On Demand,Indeed,https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/dc5e5697a3e19463eb188253d20627df,Germany,"Irving, TX",R,"$20,000 - $40,000 ",indeed.com
97,12-05-2024,Frontend developer,Development Manager,Tyler Technologies,https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/0ab4aded708ddde71411f9fabe0add22,Germany,"Plano, TX","Software Development,R",NA,indeed.com
98,10-21-2024,Frontend developer,Staff Engineer - iOS,CVS Health,https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/ef487bd4918a595f3e86081a6c389d41,Germany,"Richardson, TX","Software Development,R","$118,450 - $284,280 ",indeed.com
99,12-03-2024,Frontend developer,SDET - Mobile testing,Indeed,NA,Germany,"Westlake, TX","Authorization,R",NA,indeed.com
100,12-06-2024,Frontend developer,iOS Consultant,Infosys,https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/3da3b97b6f16b9eaf7b736ff548625f2,Germany,"Richardson, TX","Software Development,R",NA,indeed.com
101,11-18-2024,Frontend developer,Mobile iOS Lead Architect,Nisum,https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/db5fb623ec6ad6a08c2c2a223566c689,Germany,"Plano, TX",R,"$145,000 - $150,000 ",indeed.com
102,12-01-2024,Frontend developer,MuleSoft Developer,Everlight Solar,https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/91e48ea0416c3a1bf516cee26e117d1f,Germany,"Dallas, TX",R,"$60,000 - $100,000 ",indeed.com
103,11-21-2024,Frontend developer,Technology Lead,Infosys,https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/3da3b97b6f16b9eaf7b736ff548625f2,Germany,"Richardson, TX","LAN,R",NA,indeed.com
104,07-08-2020,Frontend developer,SeniorReact Native Developer,Infosys,https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/3da3b97b6f16b9eaf7b736ff548625f2,Germany,"Richardson, TX","LAN,R",NA,indeed.com
105,11-19-2024,Frontend developer,Senior UX Designer – Software,Geoforce,https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/cfefe9ef4d0f183333b12597d0a3084c,Germany,"Plano, TX",R,NA,indeed.com
106,07-07-2019,Frontend developer,UX Development - Lead,Synthesis Systems,NA,Germany,"Dallas, TX","LAN,R",NA,indeed.com
107,10-12-2018,Frontend developer,Unique UI/UX Designer and JavaScript Technical Developer,Crossroads Technologies,https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/c45d88bbaea5c37ebf0beab6c669c21a,Germany,"Dallas, TX",R,NA,indeed.com
108,10-21-2024,Frontend developer,Sr. Enterprise Architect,"Contact Government Services, LLC",https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/cf012d8eb60e397348957f44d74d570e,Germany,"Dallas, TX",R,"$162,240.00 - $234,346.67 ",indeed.com
109,10-09-2024,Frontend developer,Sr. Share Point Developer,"Contact Government Services, LLC",https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/cf012d8eb60e397348957f44d74d570e,Germany,"Dallas, TX","LAN,R","$139,776 - $201,898 ",indeed.com
110,08-30-2024,Frontend developer,Enterprise Architect,"Contact Government Services, LLC",https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/cf012d8eb60e397348957f44d74d570e,Germany,"Dallas, TX",R,"$126,186.67 - $171,253.34 ",indeed.com
111,12-06-2024,Frontend developer,Sr. MAUI Developer - On Demand,Indeed,https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/dc5e5697a3e19463eb188253d20627df,Germany,"Irving, TX",R,"$20,000 - $40,000 ",indeed.com
112,12-05-2024,Frontend developer,Development Manager,Tyler Technologies,https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/0ab4aded708ddde71411f9fabe0add22,Germany,"Plano, TX","Software Development,R",NA,indeed.com
113,10-21-2024,Frontend developer,Staff Engineer - iOS,CVS Health,https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/ef487bd4918a595f3e86081a6c389d41,Germany,"Richardson, TX","Software Development,R","$118,450 - $284,280 ",indeed.com
114,12-03-2024,Frontend developer,SDET - Mobile testing,Indeed,NA,Germany,"Westlake, TX","Authorization,R",NA,indeed.com
115,12-06-2024,Frontend developer,iOS Consultant,Infosys,https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/3da3b97b6f16b9eaf7b736ff548625f2,Germany,"Richardson, TX","Software Development,R",NA,indeed.com
116,11-18-2024,Frontend developer,Mobile iOS Lead Architect,Nisum,https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/db5fb623ec6ad6a08c2c2a223566c689,Germany,"Plano, TX",R,"$145,000 - $150,000 ",indeed.com
117,12-01-2024,Frontend developer,MuleSoft Developer,Everlight Solar,https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/91e48ea0416c3a1bf516cee26e117d1f,Germany,"Dallas, TX",R,"$60,000 - $100,000 ",indeed.com
118,11-21-2024,Frontend developer,Technology Lead,Infosys,https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/3da3b97b6f16b9eaf7b736ff548625f2,Germany,"Richardson, TX","LAN,R",NA,indeed.com
119,07-08-2020,Frontend developer,SeniorReact Native Developer,Infosys,https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/3da3b97b6f16b9eaf7b736ff548625f2,Germany,"Richardson, TX","LAN,R",NA,indeed.com
120,11-19-2024,Frontend developer,Senior UX Designer – Software,Geoforce,https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/cfefe9ef4d0f183333b12597d0a3084c,Germany,"Plano, TX",R,NA,indeed.com
121,07-07-2019,Frontend developer,UX Development - Lead,Synthesis Systems,NA,Germany,"Dallas, TX","LAN,R",NA,indeed.com
122,10-12-2018,Frontend developer,Unique UI/UX Designer and JavaScript Technical Developer,Crossroads Technologies,https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/c45d88bbaea5c37ebf0beab6c669c21a,Germany,"Dallas, TX",R,NA,indeed.com
123,10-21-2024,Frontend developer,Sr. Enterprise Architect,"Contact Government Services, LLC",https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/cf012d8eb60e397348957f44d74d570e,Germany,"Dallas, TX",R,"$162,240.00 - $234,346.67 ",indeed.com
124,10-09-2024,Frontend developer,Sr. Share Point Developer,"Contact Government Services, LLC",https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/cf012d8eb60e397348957f44d74d570e,Germany,"Dallas, TX","LAN,R","$139,776 - $201,898 ",indeed.com
125,08-30-2024,Frontend developer,Enterprise Architect,"Contact Government Services, LLC",https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/cf012d8eb60e397348957f44d74d570e,Germany,"Dallas, TX",R,"$126,186.67 - $171,253.34 ",indeed.com
126,10-11-2024,Frontend developer,React Native Mobile Developer,Adidev Technologies Inc,NA,Germany,"Plano, TX","LAN,R",$30 - $40 an hour,indeed.com
127,04-20-2023,Frontend developer,"Software Engineer, Native Client",Rightnow Ministries International,NA,Germany,"McKinney, TX","LAN,R",NA,indeed.com
128,12-03-2021,Frontend developer,Experienced Software Developer,VYNYL,NA,Germany,"Dallas, TX","Software Development,R",NA,indeed.com
129,11-04-2024,Frontend developer,Dot Net Full Stack Developer,"Standard Motor Products, Inc.",NA,Germany,"Lewisville, TX",R,NA,indeed.com
130,11-04-2024,Frontend developer,Sr. SDET Engineer,Indeed,NA,Germany,"Dallas, TX","Software Development,R",$60 - $75 an hour,indeed.com
131,12-09-2024,Frontend developer,DevSecOps Engineer,iSeatz,https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/18f9029ab1852bd3be74598b80554878,Germany,"Biltmore Lake, NC","Software Development,R","$114,000 - $163,000 ",indeed.com
132,08-09-2024,Frontend developer,"Sr. Software Developer (.NET, C#, Angular)",Smart IMS,https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/5f644d0d0c1d5a746cce9fcae2f3b731,Germany,"Corning, NY",R,NA,indeed.com
